chunk_id,page_start,page_end,type,font_size,text,bbox,hyperlink_target,items
ch1178,101,101,caption,10.08,"""type"": ""string""","(141.64999389648438, 156.53819274902344, 237.26898193359375, 167.95693969726562)",,
ch1179,101,101,caption,10.08,"},","(113.33000183105469, 174.53819274902344, 130.6589813232422, 185.95693969726562)",,
ch1180,101,101,caption,10.08,{,"(113.33000183105469, 192.55821228027344, 124.89898681640625, 203.97695922851562)",,
ch1181,101,101,caption,10.08,"""name"": ""customer_discount"",","(141.64999389648438, 210.55821228027344, 304.4889831542969, 221.97695922851562)",,
ch1182,101,101,caption,10.08,"""type"": ""string""","(141.64999389648438, 228.55821228027344, 237.26898193359375, 239.97695922851562)",,
ch1183,101,101,caption,10.08,},"(113.33000183105469, 246.55821228027344, 124.89898681640625, 257.9769592285156)",,
ch1184,101,101,caption,10.08,],"(84.98400115966797, 264.5582275390625, 96.552978515625, 275.9769592285156)",,
ch1185,101,101,caption,10.08,},"(56.66400146484375, 282.58819580078125, 68.23298645019531, 294.0069274902344)",,
ch1186,101,101,paragraph,12.0,"Каждому клиенту из аудитории рассылки можно задать свои значения, таким образом, сделав рассылку уникальной для каждого клиента.","(56.66400146484375, 300.5799865722656, 569.49609375, 314.5)",,
ch1187,101,101,paragraph,12.0,"После запуска клиенты получат рассылку, в которой бот обратится к ним по именам, а также укажет для каждого из них размер персональной скидки (для первого клиента 15%, для второго — 10%).","(56.66400146484375, 341.3799743652344, 569.447998046875, 355.29998779296875)",,
ch1188,101,101,paragraph,18.0,"Поля, в которых можно использовать макросы","(56.66400146484375, 405.7619934082031, 462.1759948730469, 428.2259826660156)",,
ch1189,101,101,paragraph,12.0,Макросы можно использовать почти во всех текстовых полях конструктора рассылок:,"(56.66400146484375, 439.8199768066406, 552.3400268554688, 453.739990234375)",,
ch1190,101,101,list_block,12.0,"• Тексты сообщений;
• Заголовки кнопок;
• URL для кнопок-ссылок;
• URL для медиа-контента;
• Сообщения при переводе в канал;
• Большинство полей настроек вызова внешней системы (кроме названий заголовков запроса и названий параметров запроса);
• Аргументы события при генерации событий;
• Все текстовые поля SMS-блока и настройки вызова внешней системы в SMS-блоке
• Многие текстовые поля других действий","(56.66400146484375, 463.2755432128906, 62.18353271484375, 477.9767150878906)",,"['• Тексты сообщений;', '• Заголовки кнопок;', '• URL для кнопок-ссылок;', '• URL для медиа-контента;', '• Сообщения при переводе в канал;', '• Большинство полей настроек вызова внешней системы (кроме названий заголовков запроса и названий параметров запроса);', '• Аргументы события при генерации событий;', '• Все текстовые поля SMS-блока и настройки вызова внешней системы в SMS-блоке', '• Многие текстовые поля других действий']"
ch1199,101,101,caption,6.96,9,"(304.20001220703125, 677.8167724609375, 307.8888244628906, 685.890380859375)",,
ch1200,101,101,paragraph,12.0,.,"(307.79998779296875, 677.260009765625, 313.67999267578125, 691.1799926757812)",,
ch1201,101,101,caption,6.0,9,"(56.66400146484375, 787.9199829101562, 59.84400177001953, 794.8800048828125)",,
ch1202,101,101,caption,10.08,Возможности использования макросов в них описываются отдельно в описании каждого действия.,"(59.784000396728516, 787.766357421875, 535.780029296875, 799.4591674804688)",,
