id,label,chunk_id,page_start,page_end,type,font_size,text,bbox,hyperlink_target,items_raw,level,order,figure_id,figure_number,page,caption_text,file,saved_ext,width_px,height_px,value
chunk_ch0897,Chunk,ch0897,76.0,76.0,paragraph,12.0,);,"(271.05999755859375, 706.5399780273438, 280.0799865722656, 720.4599609375)",https://sms-uslugi.ru/,,,,,,,,,,,,
chunk_ch0898,Chunk,ch0898,76.0,76.0,list_block,12.0,• SMS.ru (,"(56.66400146484375, 729.7555541992188, 62.18353271484375, 744.4567260742188)",,['• SMS.ru ('],,,,,,,,,,,
chunk_ch0899,Chunk,ch0899,76.0,76.0,paragraph,12.0,https://sms.ru,"(117.6500015258789, 730.780029296875, 196.25001525878906, 744.7000122070312)",https://sms.ru/,,,,,,,,,,,,
chunk_ch0900,Chunk,ch0900,76.0,76.0,paragraph,12.0,).,"(196.38999938964844, 730.780029296875, 205.14999389648438, 744.7000122070312)",https://sms.ru/,,,,,,,,,,,,
chunk_ch0901,Chunk,ch0901,76.0,76.0,paragraph,12.0,"Компания должна зарегистрировать аккаунт у провайдера, заключить с ним договор и указать данные учетной записи при создании SMS-провайдера в Maxbot.","(56.66400146484375, 754.0800170898438, 570.0999755859375, 768.0)",,,,,,,,,,,,,
chunk_ch0902,Chunk,ch0902,77.0,77.0,paragraph,12.0,77 Для создания SMS-провайдера в Maxbot необходимо:,"(305.8800048828125, 810.47998046875, 320.6400146484375, 824.3999633789062)",,,,,,,,,,,,,
chunk_ch0903,Chunk,ch0903,77.0,77.0,ordered_list_block,12.0,1. Перейти в раздел «SMS-провайдеры» и нажать кнопку «+ Создать» в правом верхнем углу (см. Рисунок 103).,"(56.66400146484375, 66.0199966430664, 63.50400161743164, 79.93999481201172)",,['1. Перейти в раздел «SMS-провайдеры» и нажать кнопку «+ Создать» в правом верхнем углу (см. Рисунок 103).'],,,,,,,,,,,
chunk_ch0904,Chunk,ch0904,77.0,77.0,reference,11.04,Рисунок 103 — Переход к добавлению SMS-провайдера,"(164.9499969482422, 339.3831787109375, 461.57000732421875, 352.1895751953125)",,,,,,,,,,,,,
chunk_ch0905,Chunk,ch0905,77.0,77.0,ordered_list_block,12.0,2. Далее необходимо указать данные учетной записи выбранного SMS-провайдера (см. Рисунок 104):,"(56.66400146484375, 362.03997802734375, 65.66400146484375, 375.9599914550781)",,['2. Далее необходимо указать данные учетной записи выбранного SMS-провайдера (см. Рисунок 104):'],,,,,,,,,,,
chunk_ch0906,Chunk,ch0906,77.0,77.0,list_block,12.0,"• Название — название провайдера, которое будет использоваться в Maxbot;
• Описание — произвольный текст о добавляемом провайдере;
• Использовать по умолчанию — если флажок установлен, то провайдер будет добавлен во все создаваемые рассылки в качестве SMS-провайдера. Если провайдер по умолчанию не задан, то рассылки создаются без SMS-провайдера;
• Тип — выбрать значение «SMS ЦЕНТР», «МТС», «СМС услуги» или «SMS.ru»;
• Логин — логин учетной записи выбранного провайдера;
• Пароль — пароль учетной записи выбранного провайдера;
• Отправитель — название отправителя (от чьего имени клиенты будут получать сообщения). Рекомендуется, чтобы это имя совпадало с тем, что задано в настройках учетной записи самого SMS-провайдера (причем, с учетом регистра). В общем случае это определяется условиями договора с SMS-провайдером.","(74.42400360107422, 403.0155334472656, 79.94353485107422, 417.7167053222656)",,"['• Название — название провайдера, которое будет использоваться в Maxbot;', '• Описание — произвольный текст о добавляемом провайдере;', '• Использовать по умолчанию — если флажок установлен, то провайдер будет добавлен во все создаваемые рассылки в качестве SMS-провайдера. Если провайдер по умолчанию не задан, то рассылки создаются без SMS-провайдера;', '• Тип — выбрать значение «SMS ЦЕНТР», «МТС», «СМС услуги» или «SMS.ru»;', '• Логин — логин учетной записи выбранного провайдера;', '• Пароль — пароль учетной записи выбранного провайдера;', '• Отправитель — название отправителя (от чьего имени клиенты будут получать сообщения). Рекомендуется, чтобы это имя совпадало с тем, что задано в настройках учетной записи самого SMS-провайдера (причем, с учетом регистра). В общем случае это определяется условиями договора с SMS-провайдером.']",,,,,,,,,,,
chunk_ch0913,Chunk,ch0913,78.0,78.0,paragraph,12.0,78,"(305.6400146484375, 810.47998046875, 321.1199951171875, 824.3999633789062)",,,,,,,,,,,,,
chunk_ch0914,Chunk,ch0914,78.0,78.0,reference,11.04,Рисунок 104 — Ввод параметров SMS-провайдера,"(179.35000610351562, 453.6631774902344, 446.9300231933594, 466.4695739746094)",,,,,,,,,,,,,
chunk_ch0915,Chunk,ch0915,78.0,78.0,ordered_list_block,12.0,3. Нажать на кнопку «Создать».,"(56.66400146484375, 476.53997802734375, 65.90399932861328, 490.4599914550781)",,['3. Нажать на кнопку «Создать».'],,,,,,,,,,,
chunk_ch0916,Chunk,ch0916,78.0,78.0,paragraph,12.0,Примечание:,"(56.66400146484375, 503.8999328613281, 133.85000610351562, 517.8199462890625)",,,,,,,,,,,,,
chunk_ch0917,Chunk,ch0917,78.0,78.0,paragraph,12.0,"При создании SMS-провайдеров «СМС услуги» и «SMS.ru» есть ряд особенностей, которые описаны в","(56.66400146484375, 527.2100219726562, 569.9779663085938, 541.1300048828125)",173,,,,,,,,,,,,
chunk_ch0918,Chunk,ch0918,78.0,78.0,paragraph,12.0,Приложении В,"(169.50999450683594, 544.7300415039062, 251.3800048828125, 558.6500244140625)",173,,,,,,,,,,,,
chunk_ch0919,Chunk,ch0919,78.0,78.0,paragraph,12.0,и в,"(251.13999938964844, 544.7300415039062, 272.8479919433594, 558.6500244140625)",176,,,,,,,,,,,,
chunk_ch0920,Chunk,ch0920,78.0,78.0,paragraph,12.0,Приложении Г,"(272.9800109863281, 544.7300415039062, 353.22406005859375, 558.6500244140625)",176,,,,,,,,,,,,
chunk_ch0921,Chunk,ch0921,78.0,78.0,paragraph,12.0,соответственно.,"(353.4200134277344, 544.7300415039062, 452.45001220703125, 558.6500244140625)",176,,,,,,,,,,,,
